Student_Rating,Teaching_Experience,Subject_Expertise_Level,Course_Difficulty,Student_Feedback,Teacher_Availability,Recommendation,Teacher_Name,Subject
9,29,4,4,1,2,3,Mr. Brown,Mathematics
10,8,4,2,4,5,5,Ms. Lee,Mathematics
10,12,1,2,2,3,3,Ms. Lee,Science
1,13,2,3,1,2,1,Mr. Brown,Mathematics
6,21,4,3,1,11,3,Mr. Johnson,Art
7,17,4,3,5,7,2,Mr. Johnson,Science
8,17,1,2,5,34,1,Ms. Smith,Literature
10,29,1,1,2,30,2,Ms. Wilson,Literature
9,27,3,3,2,4,1,Ms. Wilson,Literature
2,22,3,3,1,1,1,Mr. Johnson,Literature
10,29,4,5,2,1,2,Mr. Brown,Art
2,14,2,2,1,27,3,Mr. Johnson,Literature
5,26,5,2,5,24,2,Ms. Smith,Mathematics
5,16,2,3,2,39,3,Ms. Lee,History
6,11,1,4,3,29,1,Mr. Brown,History
3,6,4,2,4,18,3,Ms. Smith,Literature
8,26,1,4,5,31,2,Mr. Johnson,Science
1,10,5,3,2,19,2,Ms. Wilson,History
6,7,2,3,1,14,3,Ms. Smith,History
4,23,4,4,5,22,3,Ms. Wilson,History
1,28,1,5,4,21,1,Mr. Brown,Science
7,9,1,4,5,38,3,Mr. Brown,Science
9,28,4,2,5,10,3,Ms. Lee,Science
4,22,5,4,4,20,1,Ms. Wilson,History
4,10,4,5,2,14,3,Ms. Smith,Mathematics
6,28,4,5,3,11,3,Ms. Lee,History
3,12,4,2,3,1,2,Mr. Brown,Mathematics
6,19,1,5,5,40,1,Ms. Wilson,History
7,12,2,3,5,13,1,Ms. Smith,Literature
10,19,2,4,5,38,3,Mr. Brown,Art
10,15,2,5,4,4,2,Mr. Brown,Science
3,20,2,4,2,20,3,Mr. Brown,Art
7,6,2,1,4,31,3,Ms. Wilson,Art
3,15,2,3,2,37,3,Ms. Wilson,Literature
2,20,3,1,2,37,3,Ms. Lee,Science
10,16,3,2,1,26,2,Ms. Smith,Science
4,2,1,4,2,12,3,Mr. Johnson,Mathematics
8,23,4,2,2,4,2,Ms. Wilson,History
9,18,3,1,2,22,3,Mr. Johnson,Mathematics
7,21,3,4,5,35,2,Ms. Wilson,History
1,5,1,2,2,1,2,Ms. Smith,Science
3,8,2,3,3,17,1,Ms. Wilson,History
9,11,2,5,1,2,2,Ms. Smith,History
1,15,4,5,4,35,2,Mr. Johnson,Science
9,26,2,4,5,40,1,Ms. Smith,Art
8,5,3,2,2,2,2,Ms. Smith,Art
1,14,3,2,2,6,2,Ms. Wilson,Art
6,28,3,2,3,19,1,Ms. Lee,History
5,10,5,1,1,13,2,Mr. Johnson,Art
6,6,2,3,4,7,2,Mr. Brown,Art
10,14,5,5,3,26,3,Mr. Johnson,Mathematics
5,20,2,1,4,21,3,Ms. Lee,Mathematics
6,4,3,1,1,10,3,Ms. Lee,Literature
5,14,4,1,3,39,2,Ms. Smith,Science
5,3,4,5,1,25,3,Mr. Johnson,Science
4,18,4,4,3,32,3,Ms. Lee,Science
3,20,5,5,5,39,2,Mr. Brown,Literature
3,11,5,1,2,12,3,Ms. Smith,Literature
4,25,1,4,1,15,2,Ms. Wilson,Literature
9,25,2,4,1,13,2,Mr. Brown,Literature
2,12,5,4,3,28,1,Mr. Johnson,History
9,16,4,2,5,25,5,Mr. Johnson,Science
1,20,2,1,4,23,1,Mr. Brown,Science
1,9,4,5,3,17,3,Ms. Smith,Literature
5,21,5,3,1,27,1,Mr. Brown,Science
6,11,4,2,3,38,3,Ms. Lee,Literature
6,28,2,3,5,40,1,Mr. Brown,Mathematics
3,25,2,1,4,17,1,Mr. Brown,History
7,9,5,1,1,13,3,Ms. Wilson,Mathematics
9,25,2,3,3,22,2,Mr. Brown,Mathematics
10,9,3,1,2,2,2,Mr. Brown,Mathematics
8,7,3,2,5,36,5,Mr. Johnson,Art
6,9,3,1,2,36,1,Ms. Wilson,History
8,1,3,3,5,10,1,Ms. Lee,Literature
5,4,1,3,1,27,3,Ms. Lee,History
8,6,4,2,2,3,1,Mr. Brown,History
10,22,2,4,4,13,3,Ms. Lee,Science
4,11,3,2,3,8,1,Ms. Wilson,Literature
10,17,3,1,2,34,3,Ms. Lee,History
8,1,5,4,1,11,2,Ms. Wilson,History
10,14,5,1,2,8,1,Ms. Smith,Science
2,17,2,4,4,6,2,Mr. Brown,Literature
5,24,1,3,1,31,3,Mr. Johnson,Science
9,17,4,5,3,5,3,Ms. Lee,Art
4,9,1,2,4,4,2,Mr. Johnson,Mathematics
6,10,5,4,5,38,1,Ms. Lee,Mathematics
1,18,2,1,2,11,1,Mr. Johnson,History
9,9,3,1,2,30,1,Mr. Johnson,Science
1,25,1,5,3,8,2,Ms. Wilson,Literature
5,29,2,2,4,33,2,Ms. Lee,Literature
4,13,2,4,2,10,1,Mr. Johnson,Literature
3,11,3,5,1,19,3,Mr. Johnson,History
6,2,1,4,1,29,3,Ms. Lee,Literature
2,4,3,4,1,9,1,Ms. Smith,Science
3,11,5,3,5,3,3,Ms. Lee,Science
5,27,2,1,3,34,3,Ms. Smith,Art
9,9,3,3,4,25,5,Ms. Smith,Art
2,25,3,2,4,23,1,Ms. Lee,History
10,24,1,1,4,7,2,Ms. Lee,Science
8,12,3,2,5,13,4,Mr. Brown,Science
2,21,3,4,3,29,3,Mr. Johnson,Mathematics
5,17,4,3,3,11,2,Ms. Smith,Mathematics
7,2,5,1,1,39,3,Mr. Johnson,History
8,28,5,4,5,25,5,Mr. Johnson,History
1,14,3,3,5,20,2,Ms. Lee,Art
6,20,5,4,5,12,3,Mr. Brown,History
1,9,4,1,3,39,3,Mr. Johnson,Science
2,4,3,1,2,33,2,Ms. Lee,Art
1,5,1,4,5,38,2,Mr. Johnson,Mathematics
5,17,2,2,1,15,2,Ms. Smith,Art
10,13,4,5,3,19,3,Mr. Brown,History
9,21,5,4,2,11,3,Ms. Smith,Mathematics
6,14,2,3,3,14,3,Ms. Lee,History
1,18,5,4,4,27,1,Mr. Brown,Art
1,9,2,3,5,10,2,Ms. Lee,Science
2,26,2,4,5,1,2,Ms. Lee,Mathematics
9,10,2,1,4,15,3,Ms. Lee,Science
3,12,4,5,3,2,2,Mr. Johnson,Science
1,27,3,5,4,16,1,Mr. Johnson,Literature
5,9,1,1,4,36,1,Ms. Smith,Art
7,21,5,5,1,25,1,Ms. Lee,History
6,24,2,1,3,22,3,Ms. Lee,History
1,12,5,3,2,17,3,Ms. Smith,Art
5,10,3,2,1,27,3,Ms. Smith,Literature
5,6,2,2,3,36,2,Ms. Smith,Science
6,26,5,5,4,23,3,Ms. Wilson,Science
3,24,2,3,2,2,3,Mr. Johnson,Science
5,9,3,5,2,14,2,Ms. Smith,Mathematics
7,20,1,4,2,7,1,Mr. Johnson,History
5,14,1,4,5,18,1,Mr. Brown,Science
5,14,1,1,2,14,3,Ms. Lee,Literature
5,13,4,3,2,34,1,Ms. Smith,Mathematics
10,26,1,5,5,33,1,Ms. Wilson,Art
10,4,1,4,4,8,3,Ms. Smith,Science
3,7,3,3,5,9,3,Ms. Lee,History
1,5,5,2,2,3,2,Ms. Wilson,Science
5,4,2,4,3,6,3,Mr. Brown,Art
9,18,3,2,2,22,3,Ms. Smith,Literature
1,2,2,2,4,10,1,Ms. Smith,Literature
3,29,3,1,3,29,2,Mr. Brown,History
4,20,4,3,5,24,2,Mr. Johnson,Mathematics
1,10,2,4,4,21,1,Mr. Brown,Mathematics
1,24,4,1,4,21,1,Ms. Smith,Art
8,8,1,2,5,34,3,Ms. Smith,Literature
2,23,2,1,1,33,1,Ms. Lee,Science
8,20,3,5,1,8,3,Mr. Brown,Art
7,23,2,4,2,35,3,Ms. Smith,Mathematics
10,9,3,2,4,16,5,Ms. Smith,Mathematics
10,24,1,3,1,6,1,Ms. Wilson,History
2,21,5,5,3,3,2,Mr. Brown,Art
6,3,3,1,2,17,2,Ms. Wilson,Art
6,29,2,1,1,37,1,Ms. Smith,Art
3,18,1,1,4,39,1,Ms. Smith,History
2,20,5,3,2,32,3,Ms. Wilson,Science
1,13,1,3,2,30,2,Ms. Wilson,History
6,11,1,1,1,22,3,Ms. Smith,History
5,25,5,3,2,38,3,Ms. Wilson,Mathematics
9,26,4,1,3,8,3,Ms. Lee,Literature
1,20,3,1,2,28,1,Mr. Brown,Mathematics
7,25,3,1,5,1,3,Mr. Johnson,Literature
5,10,1,5,4,28,3,Ms. Lee,Mathematics
5,21,5,1,4,8,2,Mr. Johnson,Mathematics
2,13,1,3,3,35,3,Ms. Smith,Art
3,3,2,4,2,2,1,Ms. Lee,Literature
7,22,4,3,1,30,3,Ms. Wilson,History
6,25,4,4,3,16,3,Ms. Lee,History
2,24,5,5,1,28,3,Mr. Johnson,Science
6,29,4,3,3,9,1,Mr. Johnson,Art
2,3,5,1,1,7,2,Ms. Wilson,Science
2,20,3,1,2,22,3,Ms. Lee,Science
2,20,2,4,2,4,2,Ms. Wilson,Science
3,17,2,5,2,21,3,Mr. Brown,Literature
2,28,5,5,2,35,2,Mr. Johnson,Science
4,21,3,1,5,22,2,Ms. Wilson,Art
9,12,3,3,4,37,3,Ms. Wilson,Mathematics
6,13,3,1,4,16,3,Ms. Smith,Mathematics
1,16,3,3,2,35,3,Mr. Brown,Art
8,19,1,3,4,2,3,Ms. Wilson,Mathematics
7,7,1,5,3,35,3,Ms. Smith,Art
10,7,4,2,5,5,5,Ms. Wilson,Literature
3,21,5,5,1,36,1,Ms. Lee,Art
1,21,1,1,4,39,2,Ms. Wilson,Science
5,17,2,1,5,27,2,Ms. Wilson,Literature
4,15,3,4,1,23,3,Ms. Wilson,History
10,4,5,2,1,33,2,Ms. Wilson,Science
8,13,2,1,5,34,1,Mr. Johnson,Science
1,17,5,2,3,8,1,Ms. Smith,History
10,1,5,5,3,35,1,Ms. Lee,History
1,8,5,2,2,39,2,Mr. Johnson,Science
4,25,3,4,2,16,3,Mr. Brown,Art
8,18,1,2,4,10,3,Mr. Johnson,Art
5,16,4,1,3,39,3,Ms. Wilson,Art
2,16,5,5,2,34,2,Mr. Johnson,Science
6,9,5,5,1,2,3,Ms. Smith,Science
5,17,1,4,2,33,2,Ms. Lee,History
2,29,1,3,5,11,3,Ms. Wilson,Mathematics
3,9,3,3,2,2,2,Ms. Smith,Science
9,17,2,1,4,14,2,Ms. Lee,Art
7,26,3,2,3,4,1,Ms. Lee,Science
7,10,1,5,3,5,2,Ms. Wilson,Mathematics
6,15,5,2,2,31,1,Mr. Brown,Science
8,8,5,1,2,35,2,Ms. Lee,History
4,17,5,1,4,33,1,Mr. Brown,Science
8,8,4,3,3,38,2,Ms. Smith,History
4,17,4,5,3,32,2,Ms. Lee,Science
8,13,2,1,5,10,2,Ms. Smith,Science
9,8,2,1,1,9,3,Mr. Johnson,Art
3,29,5,3,4,1,3,Ms. Wilson,History
3,2,2,2,4,8,2,Ms. Lee,Science
2,21,2,1,1,39,3,Ms. Smith,Science
10,15,5,3,2,34,3,Mr. Johnson,Art
3,23,1,2,1,3,3,Ms. Lee,Science
3,24,1,1,4,18,2,Mr. Brown,History
5,28,4,5,1,2,1,Ms. Wilson,History
5,6,4,2,4,9,1,Mr. Brown,History
2,8,3,2,4,4,2,Ms. Lee,Science
10,3,3,1,4,35,2,Mr. Johnson,Art
6,16,1,1,3,2,1,Mr. Johnson,Mathematics
5,23,4,1,1,15,2,Ms. Lee,Mathematics
6,23,2,2,1,32,3,Mr. Johnson,Literature
1,2,1,1,4,36,1,Ms. Smith,Art
5,10,4,1,4,33,3,Ms. Smith,History
9,29,4,3,3,15,1,Ms. Wilson,Art
10,3,5,5,5,13,3,Ms. Wilson,Literature
2,24,3,5,3,14,1,Ms. Smith,Science
1,11,1,4,5,40,3,Ms. Lee,Mathematics
10,15,1,2,5,16,2,Ms. Smith,Literature
9,25,2,5,1,34,1,Ms. Lee,Science
10,2,4,3,3,6,3,Ms. Wilson,Literature
9,9,3,4,4,27,4,Ms. Wilson,Science
9,29,3,2,5,29,4,Ms. Wilson,Science
6,19,2,5,3,31,3,Ms. Lee,Literature
8,17,2,5,5,14,3,Ms. Lee,Science
1,27,4,5,2,36,3,Ms. Smith,Mathematics
10,1,1,2,5,12,1,Ms. Lee,Literature
4,23,1,1,1,15,1,Mr. Johnson,Science
1,8,5,4,3,23,3,Ms. Lee,Science
8,1,1,2,3,15,2,Ms. Smith,History
1,11,2,1,1,39,2,Ms. Smith,Science
3,16,1,2,4,24,3,Mr. Johnson,Mathematics
4,29,3,3,1,18,2,Ms. Smith,Science
8,23,4,5,5,2,3,Mr. Brown,Science
6,7,5,5,2,21,2,Mr. Brown,Science
10,15,1,3,3,36,2,Ms. Lee,Science
7,7,5,2,2,20,1,Ms. Smith,Literature
8,6,5,3,5,37,4,Mr. Brown,Mathematics
2,4,2,4,3,3,1,Ms. Wilson,Literature
10,4,1,4,3,33,3,Ms. Smith,History
8,10,3,5,1,11,2,Mr. Johnson,History
3,22,4,4,4,24,1,Ms. Wilson,Science
7,28,1,5,5,13,3,Ms. Smith,Art
3,24,2,4,3,10,1,Ms. Smith,Literature
7,24,1,1,2,24,3,Ms. Lee,History
2,19,2,2,3,9,2,Ms. Wilson,History
10,10,2,5,2,18,3,Mr. Johnson,Literature
6,12,3,2,3,39,2,Mr. Johnson,Art
3,22,2,5,1,15,3,Ms. Smith,Science
3,20,5,5,4,30,3,Ms. Wilson,History
9,9,3,1,1,34,3,Ms. Smith,Literature
7,7,5,5,1,9,2,Mr. Johnson,Art
5,24,3,3,5,21,3,Ms. Lee,Mathematics
10,1,4,2,2,37,2,Ms. Wilson,Art
7,20,3,5,4,15,3,Mr. Brown,History
9,6,5,2,5,30,5,Mr. Johnson,Art
1,22,2,5,1,11,3,Ms. Lee,Mathematics
7,16,2,5,3,38,2,Ms. Lee,History
6,16,2,4,4,14,3,Mr. Brown,Mathematics
10,2,3,1,2,37,2,Mr. Brown,Literature
9,23,3,4,2,24,2,Ms. Lee,Literature
1,3,5,4,4,31,3,Mr. Johnson,Literature
4,22,4,4,2,5,2,Mr. Brown,Literature
9,28,4,5,4,30,3,Mr. Brown,History
4,19,3,5,1,27,3,Mr. Johnson,Literature
10,6,1,3,2,40,3,Mr. Brown,Literature
3,26,3,5,2,5,2,Mr. Johnson,Science
9,29,3,4,1,19,2,Mr. Brown,Mathematics
2,10,4,2,4,24,2,Ms. Smith,History
4,8,4,4,5,38,3,Ms. Smith,Science
6,21,5,5,1,40,3,Mr. Johnson,Mathematics
2,1,1,1,1,36,3,Mr. Brown,Science
8,3,2,3,4,11,2,Ms. Wilson,Art
8,1,4,3,1,11,2,Mr. Brown,History
1,8,1,2,4,1,3,Ms. Wilson,Literature
3,7,1,2,1,31,1,Ms. Smith,Art
10,11,5,5,1,39,1,Mr. Brown,Literature
9,10,2,3,4,2,1,Mr. Johnson,Art
5,28,5,2,5,40,3,Ms. Lee,Mathematics
6,28,1,4,1,10,3,Ms. Smith,Art
4,29,5,1,1,26,1,Ms. Lee,Mathematics
10,20,2,5,3,19,1,Ms. Wilson,Literature
2,11,3,4,1,38,1,Mr. Johnson,Art
8,20,4,1,2,36,2,Ms. Smith,Art
6,17,2,3,5,2,1,Ms. Smith,Art
5,14,5,1,2,26,1,Mr. Johnson,Science
9,4,4,5,4,4,2,Mr. Johnson,History
1,1,3,2,5,15,3,Mr. Johnson,Science
5,21,5,5,3,30,2,Ms. Smith,Science
6,5,4,3,4,5,3,Mr. Johnson,Art
5,2,4,3,2,18,1,Ms. Wilson,Mathematics
6,10,4,2,3,9,2,Ms. Wilson,History
6,18,3,5,3,1,1,Ms. Smith,Mathematics
7,9,3,5,1,21,2,Ms. Lee,Mathematics
4,18,3,3,4,6,1,Ms. Wilson,History
8,5,2,4,2,30,1,Mr. Johnson,History
7,12,1,1,2,36,3,Mr. Johnson,Literature
9,25,1,5,3,4,1,Mr. Johnson,Mathematics
7,16,1,1,2,19,1,Mr. Johnson,History
3,24,1,4,1,11,2,Ms. Smith,Literature
3,2,3,5,4,19,1,Mr. Johnson,History
8,2,1,1,5,8,1,Ms. Wilson,History
5,21,3,2,1,16,2,Ms. Lee,Art
4,16,5,2,4,5,2,Mr. Brown,Mathematics
8,4,3,5,4,33,1,Mr. Brown,Art
6,3,2,1,1,29,3,Mr. Johnson,Literature
2,20,1,2,1,25,3,Mr. Brown,Science
4,2,3,1,4,31,2,Ms. Wilson,Mathematics
4,2,5,5,5,21,3,Mr. Johnson,Mathematics
6,20,4,1,4,13,3,Mr. Brown,Science
6,12,5,4,5,40,2,Mr. Johnson,Art
1,13,1,5,5,32,3,Ms. Lee,Mathematics
8,19,2,5,1,17,3,Ms. Wilson,Science
6,23,3,1,1,28,2,Ms. Wilson,Literature
3,25,3,3,4,8,2,Ms. Wilson,Literature
9,1,4,4,4,22,2,Mr. Brown,Art
2,7,2,1,2,7,2,Ms. Lee,Mathematics
8,19,3,1,4,6,4,Mr. Brown,History
10,13,3,4,2,32,1,Ms. Wilson,Art
3,4,3,5,4,24,2,Ms. Wilson,Science
5,16,4,2,5,8,2,Ms. Wilson,Mathematics
6,18,1,3,3,39,2,Mr. Brown,Art
10,15,4,1,3,5,2,Ms. Smith,Science
6,11,4,4,3,30,1,Ms. Wilson,Literature
4,5,5,5,4,37,2,Mr. Johnson,History
3,24,3,5,3,3,1,Mr. Johnson,Art
4,14,1,5,1,31,2,Mr. Johnson,Literature
1,11,5,4,4,18,2,Mr. Brown,Science
4,18,3,1,5,17,2,Mr. Brown,Literature
1,8,3,3,1,36,1,Mr. Brown,Science
1,9,4,3,5,21,3,Mr. Johnson,Science
10,12,2,5,4,32,3,Ms. Smith,Literature
6,21,5,3,1,1,3,Mr. Brown,Art
5,25,4,1,3,2,2,Mr. Johnson,Art
4,24,5,1,3,23,1,Mr. Brown,Literature
3,18,3,2,1,10,2,Ms. Lee,Mathematics
1,11,4,4,2,30,2,Mr. Johnson,History
6,5,1,2,1,32,2,Ms. Wilson,Mathematics
2,29,3,2,2,40,1,Ms. Lee,Literature
8,25,5,4,3,40,1,Ms. Wilson,Literature
10,9,1,5,5,34,2,Mr. Brown,Mathematics
5,8,5,5,2,20,3,Ms. Lee,Literature
7,18,3,3,3,34,1,Mr. Brown,Science
10,22,1,4,1,34,2,Ms. Wilson,Mathematics
2,17,3,5,5,11,3,Ms. Smith,Literature
8,13,3,5,2,23,2,Mr. Brown,Literature
2,23,4,1,2,22,2,Ms. Lee,Science
4,6,3,2,4,35,1,Ms. Lee,History
1,24,2,3,5,18,3,Mr. Johnson,History
5,28,1,3,3,31,1,Mr. Brown,History
9,7,3,4,4,35,5,Ms. Wilson,Science
1,2,2,4,3,4,3,Ms. Lee,History
9,2,1,3,3,29,2,Ms. Wilson,Literature
8,12,3,2,1,21,1,Ms. Lee,Art
6,2,4,5,3,1,3,Mr. Johnson,History
7,22,1,3,1,29,2,Ms. Lee,Mathematics
3,26,3,2,4,16,2,Mr. Brown,Science
1,24,1,5,5,32,2,Mr. Johnson,Mathematics
5,1,4,3,3,23,2,Ms. Lee,Science
2,2,1,1,3,15,3,Ms. Lee,History
5,5,2,3,2,17,1,Ms. Wilson,Art
8,25,5,2,3,19,1,Ms. Smith,Literature
9,11,4,4,3,28,3,Ms. Wilson,Mathematics
2,29,1,5,1,39,3,Mr. Brown,Science
3,27,1,2,1,6,3,Mr. Brown,Mathematics
3,14,2,5,1,21,1,Mr. Brown,Mathematics
1,8,1,1,1,13,1,Ms. Lee,Mathematics
8,17,1,5,3,7,3,Mr. Johnson,Art
6,13,2,5,1,17,2,Ms. Smith,History
8,8,3,4,3,13,2,Ms. Smith,Art
9,15,5,3,4,9,4,Ms. Lee,Literature
5,7,2,1,2,9,1,Ms. Smith,Literature
3,15,2,2,5,11,2,Ms. Smith,Literature
5,9,2,3,5,12,3,Mr. Johnson,Literature
5,14,3,2,4,9,2,Ms. Wilson,History
5,15,5,1,1,30,3,Ms. Wilson,Science
3,11,5,5,4,3,3,Ms. Lee,Mathematics
10,4,1,1,1,18,3,Ms. Smith,History
4,14,2,5,1,5,2,Ms. Wilson,Art
9,26,3,3,5,27,3,Ms. Lee,Science
10,22,3,5,2,32,1,Ms. Wilson,Mathematics
9,15,3,3,2,39,1,Mr. Brown,Mathematics
2,4,2,4,5,10,3,Mr. Johnson,Mathematics
8,14,4,4,4,2,4,Ms. Smith,Art
8,4,4,1,2,19,3,Ms. Wilson,Mathematics
7,9,2,5,3,8,3,Ms. Smith,Art
8,1,1,5,5,17,3,Ms. Lee,Literature
3,26,1,5,5,40,1,Mr. Brown,Mathematics
6,23,1,1,5,33,3,Ms. Wilson,Science
1,28,3,2,4,21,3,Ms. Smith,Mathematics
7,8,3,3,1,8,1,Ms. Wilson,Science
1,15,5,3,5,37,1,Ms. Smith,Science
9,6,3,1,5,9,3,Ms. Lee,Literature
1,29,3,3,2,40,2,Mr. Johnson,Literature
1,1,3,2,2,10,3,Mr. Brown,History
7,6,1,5,2,33,1,Mr. Brown,Science
2,20,4,1,4,13,1,Ms. Smith,Art
5,27,1,2,4,10,2,Mr. Johnson,Science
8,14,5,3,1,10,1,Mr. Brown,Literature
8,8,2,5,3,23,3,Mr. Johnson,Art
3,7,2,1,4,37,2,Ms. Wilson,Science
7,24,5,5,1,39,3,Mr. Brown,Art
3,16,3,4,1,30,3,Ms. Wilson,Art
6,1,1,4,5,9,1,Ms. Wilson,Science
6,10,4,1,4,4,3,Ms. Lee,Literature
3,12,5,5,4,21,2,Mr. Johnson,History
7,9,1,2,2,26,2,Mr. Brown,Literature
3,10,1,2,2,40,1,Ms. Smith,Mathematics
8,10,1,3,3,25,1,Ms. Wilson,Mathematics
10,3,1,4,3,31,1,Ms. Lee,Literature
4,2,1,5,1,19,2,Mr. Brown,Science
1,9,2,5,3,21,3,Mr. Johnson,Science
4,17,3,3,3,6,1,Ms. Wilson,Mathematics
7,22,5,2,5,19,1,Ms. Wilson,Art
4,5,3,5,5,27,2,Mr. Brown,History
6,28,3,4,3,21,1,Ms. Lee,Mathematics
9,12,3,5,1,20,2,Ms. Wilson,Art
1,27,5,3,5,9,1,Ms. Smith,Art
5,4,3,4,3,37,1,Ms. Lee,Art
7,10,1,2,2,10,1,Mr. Johnson,Literature
1,17,3,2,3,22,3,Ms. Smith,History
4,2,4,4,2,16,2,Ms. Wilson,History
6,20,4,4,1,8,3,Ms. Lee,Science
2,22,1,1,2,5,3,Ms. Wilson,History
10,6,4,5,5,23,4,Mr. Brown,Science
5,5,4,1,4,30,1,Ms. Smith,Science
10,8,2,4,4,15,1,Mr. Johnson,Science
1,16,3,1,5,1,3,Ms. Smith,Science
6,28,1,5,5,20,1,Mr. Brown,History
6,3,2,4,4,6,3,Ms. Lee,Science
4,9,1,4,4,40,3,Ms. Smith,Literature
8,26,2,1,1,9,3,Ms. Smith,Mathematics
4,4,1,3,5,40,2,Ms. Lee,Mathematics
8,1,1,4,3,9,3,Ms. Lee,Mathematics
8,6,4,1,1,7,1,Ms. Smith,Mathematics
5,18,5,1,1,16,2,Ms. Wilson,Mathematics
4,4,4,2,4,29,1,Mr. Johnson,Literature
2,12,2,1,3,40,2,Mr. Johnson,History
3,14,3,1,3,28,3,Ms. Smith,Mathematics
3,28,3,1,5,17,3,Ms. Wilson,Literature
4,3,2,5,4,29,1,Ms. Lee,Literature
4,19,4,2,5,36,2,Ms. Lee,Art
10,2,3,2,3,21,1,Ms. Wilson,Mathematics
5,24,4,5,2,23,2,Ms. Smith,Science
4,2,5,5,1,21,3,Mr. Brown,Art
10,17,2,3,1,5,3,Mr. Johnson,Mathematics
8,5,4,4,4,26,2,Ms. Wilson,Mathematics
6,1,1,5,2,25,3,Mr. Johnson,Science
6,16,3,2,4,39,2,Mr. Brown,Art
8,6,1,5,3,7,1,Ms. Smith,Mathematics
7,5,3,2,4,13,1,Ms. Wilson,Science
10,28,2,3,4,17,2,Mr. Brown,Art
10,12,2,3,3,6,1,Mr. Johnson,Science
8,17,4,3,3,9,2,Mr. Brown,History
2,23,2,1,5,9,3,Ms. Smith,Literature
9,11,2,2,1,27,1,Ms. Wilson,Science
1,19,2,5,4,17,2,Ms. Smith,Science
8,2,1,5,5,23,1,Mr. Johnson,Science
4,26,1,3,2,34,2,Mr. Brown,Art
4,25,2,1,5,32,3,Mr. Brown,Art
5,16,3,4,5,11,1,Mr. Johnson,Science
8,19,2,1,1,13,2,Mr. Johnson,Literature
5,8,3,5,3,38,3,Mr. Johnson,Literature
8,4,4,3,2,8,2,Ms. Wilson,History
10,6,5,2,1,3,3,Mr. Johnson,Mathematics
1,24,1,1,1,20,1,Ms. Smith,Science
10,20,1,3,4,22,2,Ms. Wilson,Science
9,3,4,5,5,31,3,Ms. Smith,Literature
6,9,4,3,4,16,3,Mr. Brown,History
3,26,3,4,4,3,1,Ms. Smith,History
8,23,1,2,2,26,1,Mr. Johnson,Science
9,25,5,1,4,16,5,Ms. Smith,Art
6,19,2,5,4,23,2,Ms. Smith,Science
7,1,2,1,3,18,3,Ms. Wilson,Science
1,3,5,3,2,38,2,Ms. Lee,Science
5,23,2,3,5,9,2,Ms. Lee,Science
5,1,1,5,1,23,3,Ms. Wilson,Mathematics
10,15,5,2,3,37,2,Ms. Lee,Science
4,5,3,1,2,9,1,Ms. Wilson,Mathematics
6,28,4,2,3,36,3,Mr. Brown,Science
7,16,3,3,4,19,2,Ms. Wilson,Science
9,5,1,2,3,32,1,Mr. Brown,Literature
1,19,4,1,4,20,2,Ms. Smith,Science
6,12,4,2,4,18,3,Ms. Wilson,Art
7,13,1,3,3,4,1,Ms. Lee,Science
3,8,2,2,5,6,1,Mr. Johnson,History
8,17,1,2,5,30,2,Ms. Wilson,Mathematics
5,25,3,5,5,24,3,Ms. Wilson,Literature
9,12,5,1,1,40,2,Ms. Smith,Science
5,27,5,5,4,17,3,Ms. Lee,Mathematics
9,14,1,1,3,10,3,Ms. Lee,History
10,29,2,4,1,17,2,Ms. Lee,Literature
4,11,3,4,3,11,3,Ms. Lee,Art
9,23,5,3,3,32,2,Mr. Brown,Literature
5,1,1,4,3,17,1,Ms. Smith,History
10,2,1,2,1,20,3,Ms. Smith,Literature
9,16,2,1,5,28,3,Ms. Smith,History
3,2,2,3,5,29,2,Mr. Brown,Art
4,27,3,3,5,10,1,Mr. Brown,Literature
9,1,2,4,4,22,3,Mr. Johnson,Science
10,1,2,2,2,15,1,Mr. Brown,History
6,10,2,3,3,34,3,Ms. Smith,History
2,18,2,2,3,7,1,Ms. Lee,History
7,22,4,5,1,15,2,Ms. Lee,Art
2,21,3,3,3,34,2,Ms. Wilson,History
2,21,2,3,2,14,1,Mr. Brown,Science
1,2,4,2,2,2,2,Ms. Smith,Literature
3,23,2,1,4,22,1,Mr. Brown,Science
6,3,1,2,1,40,3,Ms. Wilson,Mathematics
8,14,2,1,1,13,2,Ms. Lee,Mathematics
9,12,5,1,5,5,5,Mr. Johnson,History
7,25,2,3,3,22,3,Ms. Smith,Art
4,24,4,3,5,6,1,Ms. Smith,History
6,25,3,1,3,33,2,Mr. Johnson,Literature
5,9,2,3,2,36,1,Mr. Johnson,Mathematics
8,13,3,3,3,8,2,Mr. Brown,Literature
1,10,5,3,2,27,2,Ms. Smith,Mathematics
1,6,1,3,4,23,1,Ms. Lee,Mathematics
6,5,1,5,4,31,3,Ms. Wilson,Science
10,18,4,3,3,36,3,Mr. Brown,History
2,7,5,3,2,38,2,Mr. Johnson,Literature
5,16,2,2,1,38,3,Mr. Brown,Mathematics
1,11,3,3,2,7,3,Ms. Lee,Art
7,21,5,4,2,36,2,Ms. Wilson,History
1,10,1,5,1,19,3,Ms. Wilson,Mathematics
4,27,4,5,1,35,1,Ms. Smith,Art
9,8,4,2,1,27,3,Mr. Brown,Art
1,5,4,4,1,3,2,Ms. Lee,Art
